Nome,Tempo,Accuratezza,Memoria
G3_circuit.mat,801.3476703166962,8.732732346494355e-13,179.9140625
GT01R.mat,1.3316442966461182,1.004589375736932e-12,49.58203125
nd24k.mat,4724.348846197128,9.768815986705347e-09,374.6796875
ns3Da.mat,30.598767518997192,9.169091185436526e-15,63.21484375
TSC_OPF_1047.mat,7.316781520843506,4.099964619073436e-11,67.4453125
bundle_adj.mat,12085.145999908447,0.022470894915801495,5.73828125
ifiss_mat.mat,8.789042711257935,4.8474713099596325e-14,53.91796875
